,nouns,fruit
3925,moron,0.0012527507496997714
3927,morsel,0.0012527507496997714
3931,mortise,0.0012527507496997714
3938,mother-in-law,0.0012527507496997714
4015,neologism,0.0012527507496997714
4017,neonate,0.0012527507496997714
4021,nestling,0.0012527507496997714
4109,oatmeal,0.0012527507496997714
4088,nudge,0.0012527507496997714
4089,nuke,0.0012527507496997714
4091,numeracy,0.0012527507496997714
4092,numeric,0.0012527507496997714
4093,numismatist,0.0012527507496997714
4098,nurture,0.0012527507496997714
4100,nutmeg,0.0012527507496997714
4104,nymph,0.0012527507496997714
4106,oar,0.0012527507496997714
4108,oat,0.0012527507496997714
4110,oats,0.0012527507496997714
4022,nestmate,0.0012527507496997714
4113,obi,0.0012527507496997714
4128,ocelot,0.0012527507496997714
4129,octagon,0.0012527507496997714
4131,octavo,0.0012527507496997714
4132,octet,0.0012527507496997714
4134,odometer,0.0012527507496997714
4136,oeuvre,0.0012527507496997714
4137,off-ramp,0.0012527507496997714
4147,okra,0.0012527507496997714
4148,oldie,0.0012527507496997714
4087,nucleotide,0.0012527507496997714
4086,nucleotidase,0.0012527507496997714
4084,nourishment,0.0012527507496997714
4082,nougat,0.0012527507496997714
4025,netbook,0.0012527507496997714
4026,netsuke,0.0012527507496997714
4029,neurobiologist,0.0012527507496997714
4030,neuron,0.0012527507496997714
4031,neuropathologist,0.0012527507496997714
4032,neuropsychiatry,0.0012527507496997714
4036,newsprint,0.0012527507496997714
4037,newsstand,0.0012527507496997714
4039,nibble,0.0012527507496997714
4040,nicety,0.0012527507496997714
4048,nightgown,0.0012527507496997714
4050,nightlife,0.0012527507496997714
4051,nightlight,0.0012527507496997714
4054,nit,0.0012527507496997714
4061,nonbeliever,0.0012527507496997714
4062,nonconformist,0.0012527507496997714
4063,nondisclosure,0.0012527507496997714
4065,noodle,0.0012527507496997714
4070,normalisation,0.0012527507496997714
4071,normalization,0.0012527507496997714
4077,notepad,0.0012527507496997714
3875,moai,0.0012527507496997714
3871,mitten,0.0012527507496997714
3870,miter,0.0012527507496997714
3690,marimba,0.0012527507496997714
3662,manhunt,0.0012527507496997714
3663,maniac,0.0012527507496997714
3664,manicure,0.0012527507496997714
3670,mansard,0.0012527507496997714
3671,manservant,0.0012527507496997714
3673,mantel,0.0012527507496997714
3675,mantua,0.0012527507496997714
3682,maracas,0.0012527507496997714
3687,margarine,0.0012527507496997714
3689,mariachi,0.0012527507496997714
3692,marionberry,0.0012527507496997714
3733,mayonnaise,0.0012527507496997714
3696,marketer,0.0012527507496997714
3699,marksman,0.0012527507496997714
3700,markup,0.0012527507496997714
3701,marmalade,0.0012527507496997714
3704,marshland,0.0012527507496997714
3705,marshmallow,0.0012527507496997714
3706,marten,0.0012527507496997714
3716,mastication,0.0012527507496997714
3717,mastoid,0.0012527507496997714
3720,matchmaker,0.0012527507496997714
3659,mangle,0.0012527507496997714
3655,manatee,0.0012527507496997714
3652,manacle,0.0012527507496997714
3649,mambo,0.0012527507496997714
3601,lyre,0.0012527507496997714
3603,lysine,0.0012527507496997714
3003,hunchback,0.0012527507496997714
3605,macadamia,0.0012527507496997714
3606,macaroni,0.0012527507496997714
3607,macaroon,0.0012527507496997714
3608,macaw,0.0012527507496997714
3611,macrame,0.0012527507496997714
3613,macrofauna,0.0012527507496997714
3615,maelstrom,0.0012527507496997714
3618,maggot,0.0012527507496997714
3625,mailbox,0.0012527507496997714
3626,mailer,0.0012527507496997714
3627,mailing,0.0012527507496997714
3628,mailman,0.0012527507496997714
3632,maintainer,0.0012527507496997714
3636,major-league,0.0012527507496997714
3638,makeover,0.0012527507496997714
3645,mallard,0.0012527507496997714
3646,mallet,0.0012527507496997714
3647,malnutrition,0.0012527507496997714
3728,mattock,0.0012527507496997714
3738,meander,0.0012527507496997714
3869,misunderstand,0.0012527507496997714
3843,minion,0.0012527507496997714
3825,millimeter,0.0012527507496997714
3827,millisecond,0.0012527507496997714
3828,millstone,0.0012527507496997714
3829,mime,0.0012527507496997714
3830,mimosa,0.0012527507496997714
3832,mincemeat,0.0012527507496997714
3836,mineshaft,0.0012527507496997714
3838,mini-skirt,0.0012527507496997714
3839,minibus,0.0012527507496997714
3840,minimalism,0.0012527507496997714
3845,mink,0.0012527507496997714
3742,measles,0.0012527507496997714
3846,minnow,0.0012527507496997714
3848,minor-league,0.0012527507496997714
3854,miscarriage,0.0012527507496997714
3855,miscommunication,0.0012527507496997714
3856,misfit,0.0012527507496997714
3857,misnomer,0.0012527507496997714
3858,misogyny,0.0012527507496997714
3859,misplacement,0.0012527507496997714
3860,misreading,0.0012527507496997714
3861,misrepresentation,0.0012527507496997714
3824,millet,0.0012527507496997714
3821,milkshake,0.0012527507496997714
3817,milepost,0.0012527507496997714
3816,mileage,0.0012527507496997714
3746,meatball,0.0012527507496997714
3747,meatloaf,0.0012527507496997714
3760,melatonin,0.0012527507496997714
3762,melon,0.0012527507496997714
3766,meme,0.0012527507496997714
3771,menopause,0.0012527507496997714
3772,menorah,0.0012527507496997714
3780,meringue,0.0012527507496997714
3782,mesenchyme,0.0012527507496997714
3787,metabolite,0.0012527507496997714
3789,metallurgist,0.0012527507496997714
3792,meteorology,0.0012527507496997714
3799,metronome,0.0012527507496997714
3800,mezzanine,0.0012527507496997714
3801,microlending,0.0012527507496997714
3802,micronutrient,0.0012527507496997714
3805,mid-course,0.0012527507496997714
3806,midden,0.0012527507496997714
3808,middleman,0.0012527507496997714
3809,midline,0.0012527507496997714
3811,midwife,0.0012527507496997714
3010,hurdler,0.0012527507496997714
2988,hovercraft,0.0012527507496997714
3000,hummus,0.0012527507496997714
2133,epoxy,0.0012527507496997714
2098,endpoint,0.0012527507496997714
2108,enquiry,0.0012527507496997714
2116,entree,0.0012527507496997714
2123,epauliere,0.0012527507496997714
2124,epee,0.0012527507496997714
2125,ephemera,0.0012527507496997714
2126,ephemeris,0.0012527507496997714
2127,ephyra,0.0012527507496997714
2130,epithelium,0.0012527507496997714
2132,eponym,0.0012527507496997714
2137,equinox,0.0012527507496997714
2095,endoderm,0.0012527507496997714
2142,eraser,0.0012527507496997714
2146,escalator,0.0012527507496997714
2149,espadrille,0.0012527507496997714
2150,espalier,0.0012527507496997714
2157,estrogen,0.0012527507496997714
2163,ethyl,0.0012527507496997714
2164,euphonium,0.0012527507496997714
2165,eurocentrism,0.0012527507496997714
2167,evaluator,0.0012527507496997714
2168,evaporation,0.0012527507496997714
2097,endothelium,0.0012527507496997714
2094,endive,0.0012527507496997714
2013,ectoderm,0.0012527507496997714
2045,electrocardiogram,0.0012527507496997714
2015,ecumenist,0.0012527507496997714
2018,edger,0.0012527507496997714
2026,effacement,0.0012527507496997714
2030,effector,0.0012527507496997714
2035,egghead,0.0012527507496997714
2036,eggnog,0.0012527507496997714
2037,eggplant,0.0012527507496997714
2039,eicosanoid,0.0012527507496997714
2040,ejector,0.0012527507496997714
2042,elderberry,0.0012527507496997714
2053,elicit,0.0012527507496997714
2087,encirclement,0.0012527507496997714
2057,elixir,0.0012527507496997714
2059,ellipse,0.0012527507496997714
2061,elongation,0.0012527507496997714
2062,elver,0.0012527507496997714
2064,emanate,0.0012527507496997714
2067,embellishment,0.0012527507496997714
2068,embossing,0.0012527507496997714
2073,emergent,0.0012527507496997714
2076,emitter,0.0012527507496997714
2085,emu,0.0012527507496997714
2171,evening-wear,0.0012527507496997714
2176,eviction,0.0012527507496997714
2179,evocation,0.0012527507496997714
2321,fennel,0.0012527507496997714
2284,fascia,0.0012527507496997714
2289,father-in-law,0.0012527507496997714
2291,fatigues,0.0012527507496997714
2292,faucet,0.0012527507496997714
2294,fav,0.0012527507496997714
2295,fava,0.0012527507496997714
2298,fawn,0.0012527507496997714
2299,fax,0.0012527507496997714
2304,fedelini,0.0012527507496997714
2306,fedora,0.0012527507496997714
2322,ferret,0.0012527507496997714
2181,ex-husband,0.0012527507496997714
2324,ferryboat,0.0012527507496997714
2325,fertilizer,0.0012527507496997714
2327,fetus,0.0012527507496997714
2330,fiberglass,0.0012527507496997714
2332,fibroblast,0.0012527507496997714
2333,fibrosis,0.0012527507496997714
2334,ficlet,0.0012527507496997714
2345,figurine,0.0012527507496997714
2349,fillet,0.0012527507496997714
2353,filth,0.0012527507496997714
2283,farrow,0.0012527507496997714
2277,fanny-pack,0.0012527507496997714
2275,fanlight,0.0012527507496997714
2268,falling-out,0.0012527507496997714
2182,ex-wife,0.0012527507496997714
2183,exaggeration,0.0012527507496997714
2188,exasperation,0.0012527507496997714
2195,exclamation,0.0012527507496997714
2200,executor,0.0012527507496997714
2209,exocrine,0.0012527507496997714
2211,expansionism,0.0012527507496997714
2212,expectancy,0.0012527507496997714
2236,extremist,0.0012527507496997714
2238,eyeball,0.0012527507496997714
2241,eyeglasses,0.0012527507496997714
2242,eyelash,0.0012527507496997714
2244,eyelid,0.0012527507496997714
2246,eyeliner,0.0012527507496997714
2247,eyestrain,0.0012527507496997714
2248,eyrie,0.0012527507496997714
2251,facelift,0.0012527507496997714
2252,facet,0.0012527507496997714
2254,facsimile,0.0012527507496997714
2259,fahrenheit,0.0012527507496997714
2267,fallacy,0.0012527507496997714
2014,ectodermal,0.0012527507496997714
2008,ecliptic,0.0012527507496997714
2362,fingernail,0.0012527507496997714
1827,disembodiment,0.0012527507496997714
1785,dill,0.0012527507496997714
1786,dilution,0.0012527507496997714
1789,dimple,0.0012527507496997714
1791,dinghy,0.0012527507496997714
1799,dipstick,0.0012527507496997714
1804,dirndl,0.0012527507496997714
1810,disarmament,0.0012527507496997714
1814,disclaimer,0.0012527507496997714
1817,disconnection,0.0012527507496997714
1821,discrepancy,0.0012527507496997714
1828,disengagement,0.0012527507496997714
1779,digestive,0.0012527507496997714
1832,dishwasher,0.0012527507496997714
1834,disparity,0.0012527507496997714
1839,disposer,0.0012527507496997714
1845,dissonance,0.0012527507496997714
1852,divalent,0.0012527507496997714
1853,divan,0.0012527507496997714
1857,dividend,0.0012527507496997714
1858,divider,0.0012527507496997714
1873,doggie,0.0012527507496997714
1874,dogsled,0.0012527507496997714
1784,dilapidation,0.0012527507496997714
1778,digestion,0.0012527507496997714
2006,echidna,0.0012527507496997714
1732,detainment,0.0012527507496997714
1664,decongestant,0.0012527507496997714
1667,decryption,0.0012527507496997714
1669,deduce,0.0012527507496997714
1670,deduction,0.0012527507496997714
1685,deliberation,0.0012527507496997714
1692,demur,0.0012527507496997714
1695,denominator,0.0012527507496997714
1698,deodorant,0.0012527507496997714
1708,depressive,0.0012527507496997714
1731,detainee,0.0012527507496997714
1738,detour,0.0012527507496997714
1768,diction,0.0012527507496997714
1744,deviance,0.0012527507496997714
1749,dhow,0.0012527507496997714
1751,diadem,0.0012527507496997714
1757,diam,0.0012527507496997714
1759,diaper,0.0012527507496997714
1760,diaphragm,0.0012527507496997714
1761,diarist,0.0012527507496997714
1763,dibble,0.0012527507496997714
1765,dickey,0.0012527507496997714
1766,dictaphone,0.0012527507496997714
1875,dogwood,0.0012527507496997714
1879,dollop,0.0012527507496997714
1880,dolman,0.0012527507496997714
1985,e-mail,0.0012527507496997714
1960,dulcimer,0.0012527507496997714
1961,dumbwaiter,0.0012527507496997714
1963,dump truck,0.0012527507496997714
1965,dune buggy,0.0012527507496997714
1966,dungarees,0.0012527507496997714
1968,duplexer,0.0012527507496997714
1970,durian,0.0012527507496997714
1973,dust storm,0.0012527507496997714
1974,duster,0.0012527507496997714
1984,e-book,0.0012527507496997714
1986,e-reader,0.0012527507496997714
1881,dolor,0.0012527507496997714
1988,eaglet,0.0012527507496997714
1990,eardrum,0.0012527507496997714
1991,earmuffs,0.0012527507496997714
1993,earplug,0.0012527507496997714
1994,earring,0.0012527507496997714
1998,earthworm,0.0012527507496997714
2000,easel,0.0012527507496997714
2003,eaves,0.0012527507496997714
2004,eavesdropper,0.0012527507496997714
2005,ecclesia,0.0012527507496997714
1959,dugout,0.0012527507496997714
1958,duffel,0.0012527507496997714
1957,dueling,0.0012527507496997714
1953,dud,0.0012527507496997714
1889,donut,0.0012527507496997714
1892,doorknob,0.0012527507496997714
1893,doorpost,0.0012527507496997714
1895,dory,0.0012527507496997714
1901,doubter,0.0012527507496997714
1903,doughnut,0.0012527507496997714
1906,downforce,0.0012527507496997714
1907,downgrade,0.0012527507496997714
1911,downturn,0.0012527507496997714
1916,dragonfly,0.0012527507496997714
1917,dragonfruit,0.0012527507496997714
1918,dragster,0.0012527507496997714
1923,dramaturge,0.0012527507496997714
1924,drapes,0.0012527507496997714
1926,drawbridge,0.0012527507496997714
1931,dredger,0.0012527507496997714
1942,drizzle,0.0012527507496997714
1943,dromedary,0.0012527507496997714
1945,drudgery,0.0012527507496997714
1950,dryer,0.0012527507496997714
1952,duckling,0.0012527507496997714
2361,fingerling,0.0012527507496997714
2364,finisher,0.0012527507496997714
2995,hugger,0.0012527507496997714
2805,handrail,0.0012527507496997714
2781,hake,0.0012527507496997714
2783,half-brother,0.0012527507496997714
2784,half-sister,0.0012527507496997714
2785,halibut,0.0012527507496997714
2793,hammock,0.0012527507496997714
2794,hamster,0.0012527507496997714
2796,hand-holding,0.0012527507496997714
2802,handlebar,0.0012527507496997714
2803,handmaiden,0.0012527507496997714
2804,handover,0.0012527507496997714
2806,handsaw,0.0012527507496997714
2777,hackwork,0.0012527507496997714
2807,hanger,0.0012527507496997714
2813,hard-hat,0.0012527507496997714
2814,hardboard,0.0012527507496997714
2816,hardening,0.0012527507496997714
2817,hardhat,0.0012527507496997714
2823,harmonise,0.0012527507496997714
2824,harmonize,0.0012527507496997714
2827,harpooner,0.0012527507496997714
2830,harvester,0.0012527507496997714
2832,hashtag,0.0012527507496997714
2780,haircut,0.0012527507496997714
2776,hacksaw,0.0012527507496997714
2694,grandchild,0.0012527507496997714
2740,grouper,0.0012527507496997714
2701,grandparent,0.0012527507496997714
2704,granola,0.0012527507496997714
2707,grapefruit,0.0012527507496997714
2712,grasshopper,0.0012527507496997714
2716,gravitas,0.0012527507496997714
2718,gravy,0.0012527507496997714
2721,great-grandfather,0.0012527507496997714
2722,great-grandmother,0.0012527507496997714
2723,greatness,0.0012527507496997714
2735,gripper,0.0012527507496997714
2741,grouse,0.0012527507496997714
2775,hacienda,0.0012527507496997714
2744,grub,0.0012527507496997714
2745,guacamole,0.0012527507496997714
2748,guava,0.0012527507496997714
2752,guestbook,0.0012527507496997714
2755,guideline,0.0012527507496997714
2756,guilder,0.0012527507496997714
2763,gumshoe,0.0012527507496997714
2766,gutter,0.0012527507496997714
2771,gynaecology,0.0012527507496997714
2772,gyro,0.0012527507496997714
2833,hassock,0.0012527507496997714
2836,hatbox,0.0012527507496997714
2837,hatchet,0.0012527507496997714
2967,hosiery,0.0012527507496997714
2929,hoe,0.0012527507496997714
2937,homeownership,0.0012527507496997714
2941,homogenate,0.0012527507496997714
2942,homonym,0.0012527507496997714
2947,honeybee,0.0012527507496997714
2948,honeydew,0.0012527507496997714
2950,honoree,0.0012527507496997714
2952,hoof,0.0012527507496997714
2956,hops,0.0012527507496997714
2964,horseradish,0.0012527507496997714
2970,hospitalisation,0.0012527507496997714
2838,hatchling,0.0012527507496997714
2972,hospitalization,0.0012527507496997714
2976,hotdog,0.0012527507496997714
2980,hourglass,0.0012527507496997714
2982,houseboat,0.0012527507496997714
2984,housewife,0.0012527507496997714
2985,housework,0.0012527507496997714
2987,hovel,0.0012527507496997714
2990,howitzer,0.0012527507496997714
2992,hubcap,0.0012527507496997714
2993,hubris,0.0012527507496997714
2926,hobbit,0.0012527507496997714
2919,hippopotamus,0.0012527507496997714
2918,hippodrome,0.0012527507496997714
2909,high-rise,0.0012527507496997714
2843,haversack,0.0012527507496997714
2849,hazelnut,0.0012527507496997714
2852,headlight,0.0012527507496997714
2854,headphones,0.0012527507496997714
2856,headrest,0.0012527507496997714
2858,health-care,0.0012527507496997714
2860,hearsay,0.0012527507496997714
2862,heart-throb,0.0012527507496997714
2863,heartache,0.0012527507496997714
2866,hearthside,0.0012527507496997714
2867,heartwood,0.0012527507496997714
2869,heater,0.0012527507496997714
2875,hedgehog,0.0012527507496997714
2877,heifer,0.0012527507496997714
2880,heirloom,0.0012527507496997714
2884,hellcat,0.0012527507496997714
2887,helo,0.0012527507496997714
2890,hemp,0.0012527507496997714
2903,hexagon,0.0012527507496997714
2904,heyday,0.0012527507496997714
2905,hiccups,0.0012527507496997714
2698,grandmom,0.0012527507496997714
2688,graft,0.0012527507496997714
2367,fireman,0.0012527507496997714
2473,fortnight,0.0012527507496997714
2445,footstool,0.0012527507496997714
2446,footwear,0.0012527507496997714
2447,forage,0.0012527507496997714
2448,forager,0.0012527507496997714
2449,foray,0.0012527507496997714
2453,forebear,0.0012527507496997714
2457,forelimb,0.0012527507496997714
2461,forgery,0.0012527507496997714
2465,formamide,0.0012527507496997714
2469,formicarium,0.0012527507496997714
2481,fourths,0.0012527507496997714
2443,footrest,0.0012527507496997714
2482,fowl,0.0012527507496997714
2484,foxglove,0.0012527507496997714
2489,fratricide,0.0012527507496997714
2491,fraudster,0.0012527507496997714
2493,freckle,0.0012527507496997714
2496,freezer,0.0012527507496997714
2501,freon,0.0012527507496997714
2512,fritter,0.0012527507496997714
2513,frock,0.0012527507496997714
2518,frosting,0.0012527507496997714
2444,footstep,0.0012527507496997714
2441,footnote,0.0012527507496997714
2681,grab-bag,0.0012527507496997714
2397,fleece,0.0012527507496997714
2369,firewall,0.0012527507496997714
2373,fishbone,0.0012527507496997714
2377,fishmonger,0.0012527507496997714
2378,fishnet,0.0012527507496997714
2379,fisting,0.0012527507496997714
2387,flan,0.0012527507496997714
2388,flanker,0.0012527507496997714
2392,flatboat,0.0012527507496997714
2394,flax,0.0012527507496997714
2395,fleck,0.0012527507496997714
2404,flintlock,0.0012527507496997714
2436,foodstuffs,0.0012527507496997714
2405,flip-flops,0.0012527507496997714
2408,floodplain,0.0012527507496997714
2410,floozie,0.0012527507496997714
2415,flugelhorn,0.0012527507496997714
2416,fluke,0.0012527507496997714
2417,flume,0.0012527507496997714
2421,flytrap,0.0012527507496997714
2422,foal,0.0012527507496997714
2424,fob,0.0012527507496997714
2433,fondue,0.0012527507496997714
2525,fugato,0.0012527507496997714
2539,fusarium,0.0012527507496997714
2540,futon,0.0012527507496997714
2647,gnat,0.0012527507496997714
2616,gigantism,0.0012527507496997714
2619,gingerbread,0.0012527507496997714
2620,ginseng,0.0012527507496997714
2621,giraffe,0.0012527507496997714
2622,girdle,0.0012527507496997714
2625,git,0.0012527507496997714
2627,gladiolus,0.0012527507496997714
2638,glockenspiel,0.0012527507496997714
2645,glut,0.0012527507496997714
2646,glutamate,0.0012527507496997714
2649,go-kart,0.0012527507496997714
